cidade,data,temperatura_maxima,temperatura_minima
Rio de Janeiro,2022-06-25 19:37:41.600710,33.22,26.27
Belo Horizonte,2022-06-25 19:37:41.600710,24.54,22.87
Porto Alegre,2022-06-25 19:37:41.600710,26.29,4.54
Salvador,2022-06-25 19:37:41.600710,19.8,14.51
Curitiba,2022-06-25 19:37:41.600710,21.2,9.52
Fortaleza,2022-06-25 19:37:41.600710,29.88,23.57
Recife,2022-06-25 19:37:41.600710,20.11,18.93
Brasília,2022-06-25 19:37:41.600710,28.91,21.8
Manaus,2022-06-25 19:37:41.600710,26.93,11.43
São Paulo,2022-06-26 19:37:41.600710,19.34,8.12
Rio de Janeiro,2022-06-26 19:37:41.600710,24.19,-8.82
Belo Horizonte,2022-06-26 19:37:41.600710,33.92,10.57
Porto Alegre,2022-06-26 19:37:41.600710,23.13,2.57
Salvador,2022-06-26 19:37:41.600710,18.13,-4.68
Curitiba,2022-06-26 19:37:41.600710,16.64,-5.62
Fortaleza,2022-06-26 19:37:41.600710,25.81,16.75
Recife,2022-06-26 19:37:41.600710,21.48,-5.41
Brasília,2022-06-26 19:37:41.600710,28.15,7.74
Manaus,2022-06-26 19:37:41.600710,39.3,10.72
São Paulo,2022-06-27 19:37:41.600710,30.77,4.78
Rio de Janeiro,2022-06-27 19:37:41.600710,30.66,9.98
Belo Horizonte,2022-06-27 19:37:41.600710,37.72,6.59
Porto Alegre,2022-06-27 19:37:41.600710,35.86,17.5
Salvador,2022-06-27 19:37:41.600710,38.41,38.36
Curitiba,2022-06-27 19:37:41.600710,37.07,35.24
Fortaleza,2022-06-27 19:37:41.600710,16.35,1.4
Recife,2022-06-27 19:37:41.600710,30.0,19.25
Brasília,2022-06-27 19:37:41.600710,25.59,18.46
Manaus,2022-06-27 19:37:41.600710,35.45,-5.47
São Paulo,2022-06-28 19:37:41.600710,22.93,0.65
Rio de Janeiro,2022-06-28 19:37:41.600710,19.98,-6.07
Belo Horizonte,2022-06-28 19:37:41.600710,29.55,0.45
Porto Alegre,2022-06-28 19:37:41.600710,18.32,1.44
Salvador,2022-06-28 19:37:41.600710,22.17,6.83
Curitiba,2022-06-28 19:37:41.600710,31.75,24.29
Fortaleza,2022-06-28 19:37:41.600710,36.72,14.3
Recife,2022-06-28 19:37:41.600710,16.78,2.96
Brasília,2022-06-28 19:37:41.600710,30.08,-6.94
Manaus,2022-06-28 19:37:41.600710,38.33,12.96
São Paulo,2022-06-29 19:37:41.600710,24.66,24.39
Rio de Janeiro,2022-06-29 19:37:41.600710,29.68,-3.98
Belo Horizonte,2022-06-29 19:37:41.600710,28.73,19.19
Porto Alegre,2022-06-29 19:37:41.600710,21.08,13.36
Salvador,2022-06-29 19:37:41.600710,20.45,5.63
Curitiba,2022-06-29 19:37:41.600710,19.96,15.41
Fortaleza,2022-06-29 19:37:41.600710,17.91,-1.28
Recife,2022-06-29 19:37:41.600710,20.37,14.37
Brasília,2022-06-29 19:37:41.600710,28.42,-9.37
Manaus,2022-06-29 19:37:41.600710,34.63,8.85
São Paulo,2022-06-30 19:37:41.600710,27.34,17.49
Rio de Janeiro,2022-06-30 19:37:41.600710,38.32,23.9
Belo Horizonte,2022-06-30 19:37:41.600710,35.28,26.32
Porto Alegre,2022-06-30 19:37:41.600710,21.81,-9.98
Salvador,2022-06-30 19:37:41.600710,32.83,5.18
Curitiba,2022-06-30 19:37:41.600710,22.51,17.81
Fortaleza,2022-06-30 19:37:41.600710,22.61,3.38
Recife,2022-06-30 19:37:41.600710,15.62,-1.08
Brasília,2022-06-30 19:37:41.600710,39.94,9.46
Manaus,2022-06-30 19:37:41.600710,19.73,5.02
São Paulo,2022-07-01 19:37:41.600710,22.99,-3.11
Rio de Janeiro,2022-07-01 19:37:41.600710,36.06,26.31
Belo Horizonte,2022-07-01 19:37:41.600710,17.12,5.63
Porto Alegre,2022-07-01 19:37:41.600710,22.42,-6.38
Salvador,2022-07-01 19:37:41.600710,21.29,20.23
Curitiba,2022-07-01 19:37:41.600710,29.88,-1.51
Fortaleza,2022-07-01 19:37:41.600710,31.29,10.33
Recife,2022-07-01 19:37:41.600710,16.77,0.77
Brasília,2022-07-01 19:37:41.600710,21.32,8.63
Manaus,2022-07-01 19:37:41.600710,29.48,6.61
São Paulo,2022-07-02 19:37:41.600710,39.25,27.09
Rio de Janeiro,2022-07-02 19:37:41.600710,31.44,10.68
Belo Horizonte,2022-07-02 19:37:41.600710,32.16,-0.79
Porto Alegre,2022-07-02 19:37:41.600710,27.5,-7.45
Salvador,2022-07-02 19:37:41.600710,37.63,26.83
Curitiba,2022-07-02 19:37:41.600710,30.35,30.35
Fortaleza,2022-07-02 19:37:41.600710,38.64,24.69
Recife,2022-07-02 19:37:41.600710,16.09,6.45
Brasília,2022-07-02 19:37:41.600710,15.97,-0.12
Manaus,2022-07-02 19:37:41.600710,34.69,-3.3
São Paulo,2022-07-03 19:37:41.600710,35.1,28.29
Rio de Janeiro,2022-07-03 19:37:41.600710,38.79,-1.76
Belo Horizonte,2022-07-03 19:37:41.600710,23.94,18.39
Porto Alegre,2022-07-03 19:37:41.600710,31.29,23.31
Salvador,2022-07-03 19:37:41.600710,29.52,5.48
Curitiba,2022-07-03 19:37:41.600710,31.41,-4.36
Fortaleza,2022-07-03 19:37:41.600710,38.3,-1.8
Recife,2022-07-03 19:37:41.600710,35.81,16.61
Brasília,2022-07-03 19:37:41.600710,19.76,6.76
Manaus,2022-07-03 19:37:41.600710,27.39,20.14
São Paulo,2022-07-04 19:37:41.600710,35.09,21.17
Rio de Janeiro,2022-07-04 19:37:41.600710,39.03,-0.67
Belo Horizonte,2022-07-04 19:37:41.600710,19.44,9.69
Porto Alegre,2022-07-04 19:37:41.600710,36.41,36.31
Salvador,2022-07-04 19:37:41.600710,23.6,22.83
Curitiba,2022-07-04 19:37:41.600710,20.69,8.27
Fortaleza,2022-07-04 19:37:41.600710,21.61,16.87
Recife,2022-07-04 19:37:41.600710,39.26,32.26
Brasília,2022-07-04 19:37:41.600710,27.2,5.1
Manaus,2022-07-04 19:37:41.600710,32.9,12.01
São Paulo,2022-07-05 19:37:41.600710,15.22,-5.46
Rio de Janeiro,2022-07-05 19:37:41.600710,22.73,3.34
Belo Horizonte,2022-07-05 19:37:41.600710,15.18,6.43
Porto Alegre,2022-07-05 19:37:41.600710,26.15,20.69
Salvador,2022-07-05 19:37:41.600710,34.11,21.9
Curitiba,2022-07-05 19:37:41.600710,18.33,-9.57
Fortaleza,2022-07-05 19:37:41.600710,34.61,16.01
Recife,2022-07-05 19:37:41.600710,39.92,-0.88
Brasília,2022-07-05 19:37:41.600710,39.03,28.45
Manaus,2022-07-05 19:37:41.600710,36.37,28.66
São Paulo,2022-07-06 19:37:41.600710,22.79,3.43
Rio de Janeiro,2022-07-06 19:37:41.600710,31.58,29.27
Belo Horizonte,2022-07-06 19:37:41.600710,37.88,3.17
Porto Alegre,2022-07-06 19:37:41.600710,22.81,19.74
Salvador,2022-07-06 19:37:41.600710,16.8,11.68
Curitiba,2022-07-06 19:37:41.600710,25.05,6.42
Fortaleza,2022-07-06 19:37:41.600710,37.54,22.68
Recife,2022-07-06 19:37:41.600710,34.12,4.47
Brasília,2022-07-06 19:37:41.600710,28.55,12.24
Manaus,2022-07-06 19:37:41.600710,16.53,13.7
São Paulo,2022-07-07 19:37:41.600710,20.66,9.2
Rio de Janeiro,2022-07-07 19:37:41.600710,32.84,9.81
Belo Horizonte,2022-07-07 19:37:41.600710,19.5,-7.11
Porto Alegre,2022-07-07 19:37:41.600710,24.38,-3.23
Salvador,2022-07-07 19:37:41.600710,34.91,31.45
Curitiba,2022-07-07 19:37:41.600710,22.89,19.77
Fortaleza,2022-07-07 19:37:41.600710,38.22,32.62
Recife,2022-07-07 19:37:41.600710,35.72,31.33
Brasília,2022-07-07 19:37:41.600710,25.42,8.03
Manaus,2022-07-07 19:37:41.600710,35.35,30.85
São Paulo,2022-07-08 19:37:41.600710,36.13,34.28
Rio de Janeiro,2022-07-08 19:37:41.600710,34.13,-7.31
Belo Horizonte,2022-07-08 19:37:41.600710,34.08,23.08
Porto Alegre,2022-07-08 19:37:41.600710,20.26,2.12
Salvador,2022-07-08 19:37:41.600710,23.19,-3.68
Curitiba,2022-07-08 19:37:41.600710,23.35,4.23
Fortaleza,2022-07-08 19:37:41.600710,33.35,-5.15
Recife,2022-07-08 19:37:41.600710,39.68,22.0
Brasília,2022-07-08 19:37:41.600710,38.42,21.9
Manaus,2022-07-08 19:37:41.600710,23.63,8.99
São Paulo,2022-07-09 19:37:41.600710,29.57,-8.17
Rio de Janeiro,2022-07-09 19:37:41.600710,30.64,21.01
Belo Horizonte,2022-07-09 19:37:41.600710,20.71,6.15
Porto Alegre,2022-07-09 19:37:41.600710,35.49,2.54
Salvador,2022-07-09 19:37:41.600710,38.08,33.94
Curitiba,2022-07-09 19:37:41.600710,38.86,-9.9
Fortaleza,2022-07-09 19:37:41.600710,31.94,21.91
Recife,2022-07-09 19:37:41.600710,32.13,2.18
Brasília,2022-07-09 19:37:41.600710,29.91,-0.09
Manaus,2022-07-09 19:37:41.600710,29.95,-9.97
São Paulo,2022-07-10 19:37:41.600710,21.96,-9.91
Rio de Janeiro,2022-07-10 19:37:41.600710,38.93,36.83
Belo Horizonte,2022-07-10 19:37:41.600710,30.39,9.44
Porto Alegre,2022-07-10 19:37:41.600710,17.9,14.43
Salvador,2022-07-10 19:37:41.600710,39.57,15.25
Curitiba,2022-07-10 19:37:41.600710,29.4,13.94
Fortaleza,2022-07-10 19:37:41.600710,36.3,16.37
Recife,2022-07-10 19:37:41.600710,23.05,16.42
Brasília,2022-07-10 19:37:41.600710,33.13,15.93
Manaus,2022-07-10 19:37:41.600710,21.6,2.68
São Paulo,2022-07-11 19:37:41.600710,30.88,-1.97
Rio de Janeiro,2022-07-11 19:37:41.600710,37.04,13.27
Belo Horizonte,2022-07-11 19:37:41.600710,34.17,-1.29
Porto Alegre,2022-07-11 19:37:41.600710,33.37,2.42
Salvador,2022-07-11 19:37:41.600710,16.73,10.75
Curitiba,2022-07-11 19:37:41.600710,18.94,10.35
Fortaleza,2022-07-11 19:37:41.600710,21.14,-2.39
Recife,2022-07-11 19:37:41.600710,18.47,14.94
Brasília,2022-07-11 19:37:41.600710,18.46,-2.48
Manaus,2022-07-11 19:37:41.600710,28.91,25.38
São Paulo,2022-07-12 19:37:41.600710,19.77,12.22
Rio de Janeiro,2022-07-12 19:37:41.600710,32.49,-1.33
Belo Horizonte,2022-07-12 19:37:41.600710,39.73,21.83
Porto Alegre,2022-07-12 19:37:41.600710,28.79,27.42
Salvador,2022-07-12 19:37:41.600710,38.55,-1.81
Curitiba,2022-07-12 19:37:41.600710,36.66,-5.55
Fortaleza,2022-07-12 19:37:41.600710,17.56,10.24
Recife,2022-07-12 19:37:41.600710,33.46,25.86
Brasília,2022-07-12 19:37:41.600710,30.37,18.77
Manaus,2022-07-12 19:37:41.600710,27.13,21.41
São Paulo,2022-07-13 19:37:41.600710,19.57,2.13
Rio de Janeiro,2022-07-13 19:37:41.600710,34.37,3.13
Belo Horizonte,2022-07-13 19:37:41.600710,28.81,0.59
Porto Alegre,2022-07-13 19:37:41.600710,20.0,17.64
Salvador,2022-07-13 19:37:41.600710,19.21,-2.66
Curitiba,2022-07-13 19:37:41.600710,22.0,0.91
Fortaleza,2022-07-13 19:37:41.600710,22.87,-5.14
Recife,2022-07-13 19:37:41.600710,17.15,16.85
Brasília,2022-07-13 19:37:41.600710,15.24,5.5
Manaus,2022-07-13 19:37:41.600710,27.16,24.74
São Paulo,2022-07-14 19:37:41.600710,24.53,0.88
Rio de Janeiro,2022-07-14 19:37:41.600710,35.74,19.68
Belo Horizonte,2022-07-14 19:37:41.600710,24.98,10.2
Porto Alegre,2022-07-14 19:37:41.600710,39.69,28.06
Salvador,2022-07-14 19:37:41.600710,17.64,-5.04
Curitiba,2022-07-14 19:37:41.600710,30.21,22.69
Fortaleza,2022-07-14 19:37:41.600710,25.52,16.57
Recife,2022-07-14 19:37:41.600710,37.88,13.84
Brasília,2022-07-14 19:37:41.600710,36.91,-6.31
Manaus,2022-07-14 19:37:41.600710,22.07,-6.68
São Paulo,2022-07-15 19:37:41.600710,32.89,23.52
Rio de Janeiro,2022-07-15 19:37:41.600710,23.57,14.95
Belo Horizonte,2022-07-15 19:37:41.600710,24.62,-2.91
Porto Alegre,2022-07-15 19:37:41.600710,37.42,12.03
Salvador,2022-07-15 19:37:41.600710,36.24,4.27
Curitiba,2022-07-15 19:37:41.600710,26.74,-2.67
Fortaleza,2022-07-15 19:37:41.600710,19.7,-4.93
Recife,2022-07-15 19:37:41.600710,27.62,-8.61
Brasília,2022-07-15 19:37:41.600710,28.33,18.03
Manaus,2022-07-15 19:37:41.600710,36.02,24.36
São Paulo,2022-07-16 19:37:41.600710,25.98,-8.66
Rio de Janeiro,2022-07-16 19:37:41.600710,20.12,-2.3
Belo Horizonte,2022-07-16 19:37:41.600710,25.82,1.72
Porto Alegre,2022-07-16 19:37:41.600710,39.59,12.05
Salvador,2022-07-16 19:37:41.600710,22.34,20.17
Curitiba,2022-07-16 19:37:41.600710,22.94,-4.69
Fortaleza,2022-07-16 19:37:41.600710,39.61,27.91
Recife,2022-07-16 19:37:41.600710,30.22,6.5
Brasília,2022-07-16 19:37:41.600710,16.04,2.48
Manaus,2022-07-16 19:37:41.600710,36.96,1.84
São Paulo,2022-07-17 19:37:41.600710,32.05,29.92
Rio de Janeiro,2022-07-17 19:37:41.600710,36.16,27.23
Belo Horizonte,2022-07-17 19:37:41.600710,28.46,6.68
Porto Alegre,2022-07-17 19:37:41.600710,30.36,-3.87
Salvador,2022-07-17 19:37:41.600710,35.27,-8.14
Curitiba,2022-07-17 19:37:41.600710,36.99,-2.58
Fortaleza,2022-07-17 19:37:41.600710,37.12,16.15
Recife,2022-07-17 19:37:41.600710,15.48,0.33
Brasília,2022-07-17 19:37:41.600710,36.85,31.16
Manaus,2022-07-17 19:37:41.600710,28.66,14.03
São Paulo,2022-07-18 19:37:41.600710,20.31,17.89
Rio de Janeiro,2022-07-18 19:37:41.600710,25.19,3.21
Belo Horizonte,2022-07-18 19:37:41.600710,31.75,31.11
Porto Alegre,2022-07-18 19:37:41.600710,21.05,-6.46
Salvador,2022-07-18 19:37:41.600710,28.04,26.5
Curitiba,2022-07-18 19:37:41.600710,28.96,9.55
Fortaleza,2022-07-18 19:37:41.600710,31.82,-7.55
Recife,2022-07-18 19:37:41.600710,33.7,18.58
Brasília,2022-07-18 19:37:41.600710,22.62,3.78
Manaus,2022-07-18 19:37:41.600710,16.04,5.77
São Paulo,2022-07-19 19:37:41.600710,16.93,3.74
Rio de Janeiro,2022-07-19 19:37:41.600710,15.76,9.76
Belo Horizonte,2022-07-19 19:37:41.600710,33.44,-3.92
Porto Alegre,2022-07-19 19:37:41.600710,19.53,-3.41
Salvador,2022-07-19 19:37:41.600710,29.99,15.5
Curitiba,2022-07-19 19:37:41.600710,37.52,9.51
Fortaleza,2022-07-19 19:37:41.600710,36.77,0.32
Recife,2022-07-19 19:37:41.600710,34.11,21.96
Brasília,2022-07-19 19:37:41.600710,38.67,34.67
Manaus,2022-07-19 19:37:41.600710,26.78,10.19
São Paulo,2022-07-20 19:37:41.600710,17.26,8.41
Rio de Janeiro,2022-07-20 19:37:41.600710,38.05,-3.92
Belo Horizonte,2022-07-20 19:37:41.600710,21.37,-8.43
Porto Alegre,2022-07-20 19:37:41.600710,35.47,0.52
Salvador,2022-07-20 19:37:41.600710,21.37,19.55
Curitiba,2022-07-20 19:37:41.600710,39.04,25.06
Fortaleza,2022-07-20 19:37:41.600710,25.54,0.96
Recife,2022-07-20 19:37:41.600710,39.77,21.83
Brasília,2022-07-20 19:37:41.600710,17.4,16.8
Manaus,2022-07-20 19:37:41.600710,24.78,6.41
São Paulo,2022-07-21 19:37:41.600710,23.05,12.63
Rio de Janeiro,2022-07-21 19:37:41.600710,28.05,-7.72
Belo Horizonte,2022-07-21 19:37:41.600710,35.65,11.63
Porto Alegre,2022-07-21 19:37:41.600710,22.34,3.03
Salvador,2022-07-21 19:37:41.600710,39.82,34.26
Curitiba,2022-07-21 19:37:41.600710,23.44,-5.35
Fortaleza,2022-07-21 19:37:41.600710,37.13,24.62
Recife,2022-07-21 19:37:41.600710,21.75,4.82
Brasília,2022-07-21 19:37:41.600710,29.48,3.71
Manaus,2022-07-21 19:37:41.600710,26.24,19.47
São Paulo,2022-07-22 19:37:41.600710,33.93,2.45
Rio de Janeiro,2022-07-22 19:37:41.600710,28.6,1.52
Belo Horizonte,2022-07-22 19:37:41.600710,20.95,-2.45
Porto Alegre,2022-07-22 19:37:41.600710,23.79,-3.71
Salvador,2022-07-22 19:37:41.600710,24.01,-2.36
Curitiba,2022-07-22 19:37:41.600710,21.57,12.31
Fortaleza,2022-07-22 19:37:41.600710,32.58,3.29
Recife,2022-07-22 19:37:41.600710,22.24,2.12
Brasília,2022-07-22 19:37:41.600710,18.1,-7.75
Manaus,2022-07-22 19:37:41.600710,32.59,30.16
São Paulo,2022-07-23 19:37:41.600710,34.73,-5.61
Rio de Janeiro,2022-07-23 19:37:41.600710,16.81,8.47
Belo Horizonte,2022-07-23 19:37:41.600710,23.3,-2.93
Porto Alegre,2022-07-23 19:37:41.600710,26.21,12.33
Salvador,2022-07-23 19:37:41.600710,39.38,1.65
Curitiba,2022-07-23 19:37:41.600710,20.63,20.63
Fortaleza,2022-07-23 19:37:41.600710,38.58,15.43
Recife,2022-07-23 19:37:41.600710,34.77,28.8
Brasília,2022-07-23 19:37:41.600710,16.38,-1.84
Manaus,2022-07-23 19:37:41.600710,29.54,27.44
São Paulo,2022-07-24 19:37:41.600710,37.49,10.74
Rio de Janeiro,2022-07-24 19:37:41.600710,16.44,11.93
Belo Horizonte,2022-07-24 19:37:41.600710,31.35,29.26
Porto Alegre,2022-07-24 19:37:41.600710,17.4,17.34
Salvador,2022-07-24 19:37:41.600710,21.42,9.7
Curitiba,2022-07-24 19:37:41.600710,25.88,10.02
Fortaleza,2022-07-24 19:37:41.600710,37.48,27.77
Recife,2022-07-24 19:37:41.600710,27.96,7.24
Brasília,2022-07-24 19:37:41.600710,20.78,7.04
Manaus,2022-07-24 19:37:41.600710,38.2,32.78
São Paulo,2022-07-25 19:37:41.600710,19.06,11.69
Rio de Janeiro,2022-07-25 19:37:41.600710,16.94,-1.72
Belo Horizonte,2022-07-25 19:37:41.600710,17.24,3.78
Porto Alegre,2022-07-25 19:37:41.600710,22.8,9.7
Salvador,2022-07-25 19:37:41.600710,38.11,27.73
Curitiba,2022-07-25 19:37:41.600710,24.34,12.79
Fortaleza,2022-07-25 19:37:41.600710,36.68,14.04
Recife,2022-07-25 19:37:41.600710,30.55,9.68
Brasília,2022-07-25 19:37:41.600710,27.19,8.16
Manaus,2022-07-25 19:37:41.600710,28.11,17.62
São Paulo,2022-07-26 19:37:41.600710,32.56,19.04
Rio de Janeiro,2022-07-26 19:37:41.600710,16.8,-0.7
Belo Horizonte,2022-07-26 19:37:41.600710,39.68,19.5
Porto Alegre,2022-07-26 19:37:41.600710,33.02,-4.37
Salvador,2022-07-26 19:37:41.600710,25.18,-9.42
Curitiba,2022-07-26 19:37:41.600710,21.03,9.68
Fortaleza,2022-07-26 19:37:41.600710,19.71,1.15
Recife,2022-07-26 19:37:41.600710,35.87,15.7
Brasília,2022-07-26 19:37:41.600710,18.23,11.62
Manaus,2022-07-26 19:37:41.600710,34.84,31.07
São Paulo,2022-07-27 19:37:41.600710,29.2,10.5
Rio de Janeiro,2022-07-27 19:37:41.600710,16.13,-5.87
Belo Horizonte,2022-07-27 19:37:41.600710,17.72,-1.72
Porto Alegre,2022-07-27 19:37:41.600710,39.75,11.25
Salvador,2022-07-27 19:37:41.600710,33.25,-6.61
Curitiba,2022-07-27 19:37:41.600710,19.99,-8.54
Fortaleza,2022-07-27 19:37:41.600710,15.96,-2.7
Recife,2022-07-27 19:37:41.600710,31.3,-7.26
Brasília,2022-07-27 19:37:41.600710,32.23,6.45
Manaus,2022-07-27 19:37:41.600710,26.49,3.14
São Paulo,2022-07-28 19:37:41.600710,20.55,6.71
Rio de Janeiro,2022-07-28 19:37:41.600710,24.22,10.62
Belo Horizonte,2022-07-28 19:37:41.600710,16.61,-2.3
Porto Alegre,2022-07-28 19:37:41.600710,20.28,12.07
Salvador,2022-07-28 19:37:41.600710,29.26,4.95
Curitiba,2022-07-28 19:37:41.600710,29.25,26.97
Fortaleza,2022-07-28 19:37:41.600710,30.84,9.09
Recife,2022-07-28 19:37:41.600710,23.0,11.47
Brasília,2022-07-28 19:37:41.600710,19.16,-0.1
Manaus,2022-07-28 19:37:41.600710,39.78,-8.07
São Paulo,2022-07-29 19:37:41.600710,34.49,-7.17
Rio de Janeiro,2022-07-29 19:37:41.600710,21.93,15.06
Belo Horizonte,2022-07-29 19:37:41.600710,26.67,17.34
Porto Alegre,2022-07-29 19:37:41.600710,15.66,13.18
Salvador,2022-07-29 19:37:41.600710,28.15,-7.85
Curitiba,2022-07-29 19:37:41.600710,16.97,-4.02
Fortaleza,2022-07-29 19:37:41.600710,30.6,23.76
Recife,2022-07-29 19:37:41.600710,32.49,29.21
Brasília,2022-07-29 19:37:41.600710,16.13,12.34
Manaus,2022-07-29 19:37:41.600710,33.9,24.54
São Paulo,2022-07-30 19:37:41.600710,25.09,16.17
Rio de Janeiro,2022-07-30 19:37:41.600710,15.48,15.46
Belo Horizonte,2022-07-30 19:37:41.600710,34.42,16.93
Porto Alegre,2022-07-30 19:37:41.600710,26.36,-3.54
Salvador,2022-07-30 19:37:41.600710,36.55,-8.5
Curitiba,2022-07-30 19:37:41.600710,28.52,4.79
Fortaleza,2022-07-30 19:37:41.600710,15.27,-3.99
Recife,2022-07-30 19:37:41.600710,23.35,15.16
Brasília,2022-07-30 19:37:41.600710,16.21,1.69
Manaus,2022-07-30 19:37:41.600710,25.43,-9.23
São Paulo,2022-07-31 19:37:41.600710,21.75,-2.83
Rio de Janeiro,2022-07-31 19:37:41.600710,38.61,36.47
Belo Horizonte,2022-07-31 19:37:41.600710,38.56,13.9
Porto Alegre,2022-07-31 19:37:41.600710,24.93,23.34
Salvador,2022-07-31 19:37:41.600710,31.95,6.48
Curitiba,2022-07-31 19:37:41.600710,21.41,18.76
Fortaleza,2022-07-31 19:37:41.600710,29.02,10.62
Recife,2022-07-31 19:37:41.600710,23.09,5.14
Brasília,2022-07-31 19:37:41.600710,37.01,11.11
Manaus,2022-07-31 19:37:41.600710,18.79,17.49
São Paulo,2022-08-01 19:37:41.600710,15.97,-8.04
Rio de Janeiro,2022-08-01 19:37:41.600710,36.27,33.85
Belo Horizonte,2022-08-01 19:37:41.600710,34.51,31.05
Porto Alegre,2022-08-01 19:37:41.600710,26.78,-6.2
Salvador,2022-08-01 19:37:41.600710,25.29,14.46
Curitiba,2022-08-01 19:37:41.600710,25.19,-9.91
Fortaleza,2022-08-01 19:37:41.600710,35.6,32.77
Recife,2022-08-01 19:37:41.600710,32.21,10.16
Brasília,2022-08-01 19:37:41.600710,21.62,-5.33
Manaus,2022-08-01 19:37:41.600710,30.71,3.85
São Paulo,2022-08-02 19:37:41.600710,38.4,22.18
Rio de Janeiro,2022-08-02 19:37:41.600710,22.01,5.84
Belo Horizonte,2022-08-02 19:37:41.600710,21.51,0.58
Porto Alegre,2022-08-02 19:37:41.600710,17.7,11.74
Salvador,2022-08-02 19:37:41.600710,20.84,-0.02
Curitiba,2022-08-02 19:37:41.600710,19.23,-1.98
Fortaleza,2022-08-02 19:37:41.600710,28.77,-1.54
Recife,2022-08-02 19:37:41.600710,35.45,34.89
Brasília,2022-08-02 19:37:41.600710,32.08,29.03
Manaus,2022-08-02 19:37:41.600710,24.58,-3.96
São Paulo,2022-08-03 19:37:41.600710,31.97,25.43
Rio de Janeiro,2022-08-03 19:37:41.600710,23.31,20.48
Belo Horizonte,2022-08-03 19:37:41.600710,15.33,-1.07
Porto Alegre,2022-08-03 19:37:41.600710,32.96,5.7
Salvador,2022-08-03 19:37:41.600710,20.1,4.3
Curitiba,2022-08-03 19:37:41.600710,16.38,11.61
Fortaleza,2022-08-03 19:37:41.600710,20.59,0.04
Recife,2022-08-03 19:37:41.600710,28.1,-2.8
Brasília,2022-08-03 19:37:41.600710,18.7,-0.5
Manaus,2022-08-03 19:37:41.600710,32.26,-4.99
São Paulo,2022-08-04 19:37:41.600710,30.33,29.87
Rio de Janeiro,2022-08-04 19:37:41.600710,19.57,15.01
Belo Horizonte,2022-08-04 19:37:41.600710,28.55,17.81
Porto Alegre,2022-08-04 19:37:41.600710,32.53,-6.03
Salvador,2022-08-04 19:37:41.600710,27.13,1.77
Curitiba,2022-08-04 19:37:41.600710,16.45,-2.76
Fortaleza,2022-08-04 19:37:41.600710,27.27,15.84
Recife,2022-08-04 19:37:41.600710,36.82,8.0
Brasília,2022-08-04 19:37:41.600710,21.69,-3.9
Manaus,2022-08-04 19:37:41.600710,27.11,25.32
São Paulo,2022-08-05 19:37:41.600710,25.19,-1.19
Rio de Janeiro,2022-08-05 19:37:41.600710,24.11,12.73
Belo Horizonte,2022-08-05 19:37:41.600710,29.93,10.89
Porto Alegre,2022-08-05 19:37:41.600710,22.92,4.65
Salvador,2022-08-05 19:37:41.600710,20.22,-2.73
Curitiba,2022-08-05 19:37:41.600710,27.59,7.89
Fortaleza,2022-08-05 19:37:41.600710,27.5,23.34
Recife,2022-08-05 19:37:41.600710,26.15,22.94
Brasília,2022-08-05 19:37:41.600710,25.95,1.89
Manaus,2022-08-05 19:37:41.600710,33.42,-6.87
São Paulo,2022-08-06 19:37:41.600710,35.73,24.97
Rio de Janeiro,2022-08-06 19:37:41.600710,23.4,-7.22
Belo Horizonte,2022-08-06 19:37:41.600710,36.08,27.59
Porto Alegre,2022-08-06 19:37:41.600710,33.4,22.92
Salvador,2022-08-06 19:37:41.600710,22.73,11.54
Curitiba,2022-08-06 19:37:41.600710,35.41,5.19
Fortaleza,2022-08-06 19:37:41.600710,27.1,23.83
Recife,2022-08-06 19:37:41.600710,21.69,15.43
Brasília,2022-08-06 19:37:41.600710,27.82,6.04
Manaus,2022-08-06 19:37:41.600710,36.91,23.67
São Paulo,2022-08-07 19:37:41.600710,30.48,-4.19
Rio de Janeiro,2022-08-07 19:37:41.600710,37.68,2.15
Belo Horizonte,2022-08-07 19:37:41.600710,26.25,1.44
Porto Alegre,2022-08-07 19:37:41.600710,18.32,14.82
Salvador,2022-08-07 19:37:41.600710,21.08,13.72
Curitiba,2022-08-07 19:37:41.600710,39.85,29.16
Fortaleza,2022-08-07 19:37:41.600710,18.87,-6.14
Recife,2022-08-07 19:37:41.600710,29.14,-4.41
Brasília,2022-08-07 19:37:41.600710,34.54,0.2
Manaus,2022-08-07 19:37:41.600710,33.45,-5.48
São Paulo,2022-08-08 19:37:41.600710,24.48,6.32
Rio de Janeiro,2022-08-08 19:37:41.600710,30.62,4.02
Belo Horizonte,2022-08-08 19:37:41.600710,15.64,5.8
Porto Alegre,2022-08-08 19:37:41.600710,28.35,24.63
Salvador,2022-08-08 19:37:41.600710,33.63,5.47
